eg_property_id,acquisition_date,facet,bucket,score,threshold,snippet
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-17,amenities_gym,lexical_only,0.37837085,0.4,"it was an easy walk to my conference and dinning. but the rooms were old and smelled old. there was no spa, no pool, no gym, and no free breakfast"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2024-06-20,children_extra_bed,semantic_only_top,0.5757927,0.45,"room, staff and amenities were all great!!"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,children_extra_bed,semantic_only_top,0.5746042,0.45,"pull out bed had no linens, no blanket. i had to attend front desk to get them"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,children_extra_bed,semantic_only_top,0.54452246,0.45,staff was very friendly and the hotel was accommodating
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,children_extra_bed,semantic_only_top,0.54213464,0.45,"friendly staff, excellent facilities and overall great location"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,children_extra_bed,semantic_only_top,0.5263954,0.45,great location and facility
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-16,children_extra_bed,semantic_only_borderline,0.45005727,0.45,liebevoll und familiär geführtes hotel. wir haben uns sehr willkommen gefühlt
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,children_extra_bed,semantic_only_borderline,0.45046738,0.45,it was a great stay no complaints
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-07-25,children_extra_bed,semantic_only_borderline,0.45054376,0.45,very nice hotel. the staff was very friendly. the two pools were very nice as well. we enjoyed our stay
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,children_extra_bed,semantic_only_borderline,0.45062435,0.45,the hotel was clean and the staff was very friendly. i would absolutely come back the next time i’m in town
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,children_extra_bed,semantic_only_borderline,0.45065355,0.45,hotel close to a lot of stores!. the hotel was very accomodating. the only thing that was missing from the advertisement was the 24 hour connected dennys resturaunt. the upside was there a lot of available shopping store
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2025-02-04,children_extra_bed,lexical_only,0.44993138,0.45,"perfect location. my family of five only stayed one night, but there was enough room for us all. the tv was a little small considering it was at the far end of the room. the rest of the room was fine. breakfast was inclu"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,children_extra_bed,lexical_only,0.4492535,0.45,"great location and the free parking in that area is a huge benefit. try and get a room on the wave st side. ours was the other side and it’s a noisy road at night. 
staff were friendly and my kids enjoyed the free breakf"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,children_extra_bed,lexical_only,0.44895148,0.45,my family and i loved staying here. it's in close walking distance to cannery row and the ocean. i especially loved that it was right next door to an awesome antique mall. they have underground free parking for guests. t
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,children_extra_bed,lexical_only,0.44794327,0.45,they advertise 2 pools and the whole week we were there only one pool was open to the public as appearantly they put too much chemicals in the pool. we normally wouldn't mind but the other pool is quite small and was abs
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2025-03-22,children_extra_bed,lexical_only,0.44594926,0.45,i stayed here overnight for a family trip to the aquarium. it was an enjoyable walking distance to our attraction along with the stores we visited along the way. the room we stayed in was meticulous and spacious for 2 ad
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-04-11,know_before_you_go,semantic_only_top,0.6022613,0.4,"this hotel is charging room rate along with incidental charges during the check in even when the room had been already prepaid.
we will try to avoid it in the future"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-12-29,know_before_you_go,semantic_only_top,0.5526211,0.4,limited amenities and charged extra cleaning fees for no reason when we asked during checkout
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,know_before_you_go,semantic_only_top,0.54861975,0.4,"stinky, roaches and other insects. at time of check in system was down"
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,2023-03-02,know_before_you_go,semantic_only_top,0.5432337,0.4,"the furniture was outdated, broken and old. i needed a get away place where i could get a peace of mind, but the constant banging made it impossible to do so. they should had warn you that the place was being work on"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-09-05,know_before_you_go,semantic_only_top,0.5168216,0.4,"it was close to shopping area. the place was being renovated so there was a lot of things being worked on outside but the rooms were poorly maintained. we had stained towels, sheets with holes and there was hair, lint an"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,know_before_you_go,semantic_only_borderline,0.40094173,0.4,"didn't spend a lot of time around the property, as it was winter and i also was largely there on during sleeping hours and wasn't able to have time to try to enjoy being at the resort.  still, it looked as if it had seen"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-20,know_before_you_go,semantic_only_borderline,0.40158692,0.4,"had to go back downstairs for toiletries, cleaning staff was quick and efficient, there was a hole in the restroom of our room, and the food wasn’t properly cooked. had both good and bad, but overall for the price, it wa"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-05-06,know_before_you_go,semantic_only_borderline,0.4016384,0.4,we visited for a wedding in town and were pleased with our stay. the bed was comfortable and the hotel was quiet. the staff was amazing!
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-09-30,know_before_you_go,semantic_only_borderline,0.4017587,0.4,"under staffed, but they tried very hard to make up for it!  the property is due for a update.  not worth the $$$. there are newer, nicer hotels nearby"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,know_before_you_go,semantic_only_borderline,0.40182573,0.4,"the room air conditioner and bathroom vents were dusty. there were a spider in my room. the parkinglot is a nighmare, there were cars using two spaces. other than that i had a good night and breakfast"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,know_before_you_go,lexical_only,0.39999756,0.4,i had the king bed room with the spa tub and it was an amazing experience on the inside but i will say that the environment raises a bit of concerns for me. this is because we had some creepy guy at the front of our door
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-16,know_before_you_go,lexical_only,0.3995749,0.4,"you could not ask for better front-end staff.  check-in and checkout were handled very effectively with no hassle and in a friendly customer-oriented fashion.

the hotel itself is a different story.  it has limited parki"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-06-16,know_before_you_go,lexical_only,0.39819133,0.4,"it is to close expressways and is noisy al day and night , the bathroom is for someone with less than 4 foot tall
the pool is under roof is okay if they take care of the surrounding areas"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,know_before_you_go,lexical_only,0.3979071,0.4,"everything was real nice and clean.
the traffic was loud on the front side"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,know_before_you_go,lexical_only,0.3972408,0.4,"this was an extended stay for us, but would not recommend this property to others. they cancelled my reservation before we even got there because my card didn't preauthorize their charge (bank flagged as fraud). front de"
